"X165";"X1";"X178";"X163";"X105";"X47";"X161";"X2";"X14";"X170";"X103";"X98";"X81";"X162";"X164";"X151";"X83";"X152";"X149";"X159";"X101";"y"
-122;151;-98;-118;316;57;-111;25;163;-134;356;37;-126;-114;-122;-23;-110;-30;-20;-103;308;"1"
-16;-4;-154;-11;-90;-39;-14;-7;-16;-40;-95;-2;-27;-11;-13;-27;-9;-44;-30;-24;-67;"2"
5;-73;-46;2;-72;2;-5;-49;78;-33;-57;-45;-78;4;9;-35;-114;-47;-22;1;-12;"5"
-228;-73;-134;-251;42;39;-213;-64;-38;-148;38;4;-148;-234;-246;58;-226;33;149;-155;20;"1"
-75;-45;52;-61;-21;-7;-25;-105;-89;-18;-58;-101;7;-40;-69;-81;-20;-84;-62;15;-72;"5"
24;80;-287;161;179;-83;243;72;-147;147;114;111;-251;210;99;-746;-670;-674;-721;263;-24;"1"
51;-45;73;137;-13;-195;169;-100;3;-88;11;39;14;152;109;-2;51;-34;50;138;42;"4"
-64;-1072;231;-179;371;-12;-414;-1029;374;167;393;370;195;-287;-102;523;113;493;587;-530;419;"1"
-6;83;-67;6;20;28;-4;74;83;37;-18;-43;-11;1;2;-46;-81;-23;-42;-27;-39;"5"
84;30;83;70;6;82;33;26;-7;47;-25;-52;-28;57;82;80;-17;97;47;52;-41;"5"
-49;-57;-19;-31;-40;-181;-25;-64;-68;-98;-53;-131;-81;-26;-45;-36;-90;-35;-38;-26;-79;"2"
668;642;73;591;-280;-406;-140;545;-316;454;-243;-184;1115;293;711;-456;984;-416;-369;-650;-259;"1"
113;-51;62;99;-87;5;90;-49;57;71;-86;-44;113;96;104;68;73;48;71;55;-67;"2"
76;-175;60;115;-4;-159;111;-148;-61;-38;-27;-30;-34;128;86;104;-2;52;131;6;-28;"4"
-41;-29;-112;13;41;108;19;-30;39;-149;31;-4;-9;25;-12;-6;15;-13;-11;15;13;"3"
71;5;68;67;-65;50;49;39;25;45;-63;9;-55;54;57;77;-52;103;51;66;-49;"3"
-141;616;77;3;-45;-141;81;489;-338;-231;-72;-184;245;55;-55;163;17;92;341;3;-93;"1"
-105;-115;-16;-70;-148;5;-18;-89;-5;-56;-132;-88;-101;-43;-100;-36;-107;-30;-28;-23;-89;"5"
1;83;-8;13;54;137;1;70;-198;-41;73;106;-26;8;17;-19;50;-34;32;5;90;"2"
25;38;49;45;-15;169;68;66;58;25;63;-32;-10;73;19;31;-80;28;-37;34;83;"5"
-31;-166;715;-98;-88;-323;-65;-136;-19;-54;33;-97;402;-83;-80;200;272;184;200;-116;-72;"1"
337;56;4;81;202;-577;-127;72;-192;84;-196;-405;-123;-35;244;-42;176;-50;74;-375;-429;"1"
-4;4;-39;20;52;9;31;8;37;-27;-19;-71;-35;32;5;8;10;3;-13;13;-103;"3"
28;61;-30;49;42;38;22;41;56;-27;31;22;26;39;45;74;44;53;77;-28;16;"4"
47;-92;14;35;-119;-110;45;-85;-184;21;-123;-45;16;37;40;28;14;58;0;68;-99;"3"
-362;-113;-338;-340;414;129;-339;-80;132;-391;364;8;-271;-340;-345;-359;-222;-376;-317;-340;284;"2"
-66;-12;69;124;-22;-5;139;-13;167;-9;16;50;13;157;28;163;87;168;133;83;45;"1"
-7;-18;-38;-5;-99;-35;22;-30;-6;-47;-83;-69;-43;10;-11;-20;-36;-17;-54;25;-94;"4"
15;-5;23;27;-34;31;29;3;69;28;-19;-15;19;27;17;25;27;32;26;38;-12;"2"
93;-77;24;234;-199;254;313;-20;-56;366;-202;-167;-20;299;148;-196;10;-122;-278;139;-190;"1"
39;26;13;46;-60;-16;49;23;10;-14;-46;12;-60;49;43;21;-72;11;20;31;-8;"4"
25;177;-47;-56;34;104;-94;160;37;117;17;-79;10;-83;-18;100;-46;132;0;-58;-36;"4"
29;23;21;5;-30;-20;-14;35;26;44;-1;21;-4;-5;15;-47;-28;-45;-41;-16;9;"2"
-67;14;-21;-24;-31;9;1;21;19;-88;-33;-65;-33;-8;-43;22;-37;25;8;18;-43;"2"
546;103;-224;549;495;-878;401;123;-237;182;563;268;-210;489;564;-657;-519;-596;-436;212;490;"1"
10;-103;-145;21;-11;32;15;-120;110;-175;-7;33;8;14;18;2;24;-1;4;21;25;"3"
45;15;-54;-46;105;98;45;19;-14;103;101;139;122;-6;1;51;85;47;40;102;111;"4"
287;49;-224;267;61;14;157;72;-17;-362;78;74;-458;200;302;121;-345;150;21;168;106;"1"
-52;-35;15;-55;-28;30;-70;-26;1;-23;-27;-35;7;-62;-56;-52;17;-55;-33;-76;-31;"3"
-15;-45;-60;-13;-12;-25;-19;-39;-37;-27;-14;-40;-37;-15;-9;-41;-31;-53;-51;-21;-24;"2"
19;-45;56;22;-25;-112;1;-59;-11;-30;49;-3;36;19;19;20;55;29;4;-22;75;"4"
-55;-53;-57;-47;-31;-45;-38;-52;-61;-43;-42;-39;-43;-44;-53;-22;-44;-25;-41;-24;-41;"2"
-16;29;-88;-3;-38;21;13;35;18;31;-31;-34;4;0;-8;81;0;70;83;39;-32;"2"
435;371;-10;-13;42;-284;-13;371;-381;834;32;-9;-112;-51;155;-1;-309;6;-98;40;36;"1"
-29;-66;-59;-41;-37;-47;-53;-61;-31;-68;-30;-37;-22;-44;-28;-32;-3;-24;-42;-57;-32;"4"
-9;111;44;-3;-14;118;-9;93;88;10;-13;-38;-33;-6;-1;6;-35;11;-8;5;-20;"3"
9;-65;5;30;102;-38;22;-50;-6;12;93;73;43;34;25;-80;-27;-77;-70;6;-1;"4"
-345;83;130;-380;-244;-333;-349;132;-557;-159;-346;-245;-179;-373;-365;-29;-56;-49;-24;-249;-404;"1"
31;-78;104;85;63;-37;34;-31;-71;-156;83;146;230;74;66;-8;207;-58;97;-45;141;"4"
-33;-3;6;-15;98;30;-11;12;58;-28;97;120;47;-5;-17;20;77;42;6;11;111;"3"
-32;-56;-24;-93;-41;59;-117;-32;-1;8;-57;-27;62;-101;-65;-46;-9;-41;-49;-105;-63;"2"
-8;-10;24;6;-30;-22;16;-4;-8;-7;-6;41;-28;17;-2;-7;-35;-1;-9;8;16;"2"
-63;-77;-147;-40;-32;-51;-14;-72;11;-101;-59;-100;-76;-24;-55;-76;-56;-69;-76;-19;-84;"5"
120;72;72;85;59;-30;71;75;25;-30;71;15;21;66;110;106;-29;96;87;78;43;"5"
-76;325;1;56;308;-11;191;261;-137;-261;-35;-18;382;87;-16;-17;109;-23;-47;438;-44;"1"
10;19;-34;22;32;17;-26;10;-4;-24;78;121;76;9;26;54;58;48;36;-48;110;"4"
6;92;-1;-1;97;-216;11;64;18;59;101;76;-44;7;-2;-45;-21;-42;-53;14;101;"2"
19;-14;-105;19;-4;-46;28;-1;21;14;-16;-30;-25;30;20;-62;-48;-65;-63;7;-30;"3"
-37;32;-42;-9;73;-143;16;24;26;-34;70;66;-18;6;-28;79;-49;82;82;33;64;"3"
49;-13;82;158;60;-31;132;-54;25;4;122;44;11;133;100;57;34;-25;113;70;108;"4"
-45;90;-69;-12;71;63;12;87;71;-2;37;11;108;5;-30;84;88;96;26;41;13;"5"
24;-63;97;-2;-87;-53;-47;-59;-39;88;-76;-20;-50;-19;17;-91;-28;-86;-70;-108;-40;"3"
-149;-76;-103;-165;-124;-12;-128;-45;-13;13;-108;-15;-14;-151;-163;-68;-72;-44;-113;-52;-99;"4"
838;124;156;760;725;270;482;86;-717;-1047;-181;5;143;634;827;97;234;98;121;227;-1806;"1"
153;18;-148;35;-149;-100;-96;39;-74;-44;-157;154;177;-34;110;152;4;121;168;-151;-62;"4"
-47;-76;-163;-164;95;-20;-222;-82;38;-18;99;64;-134;-212;-91;-53;-131;-56;-82;-107;84;"1"
-53;-61;-47;-54;20;-14;-61;-62;-3;-86;29;2;-42;-59;-54;-26;-36;-34;0;-60;17;"3"
44;89;-14;37;-47;53;37;117;19;20;-29;-42;-79;30;60;60;-84;47;33;-12;8;"4"
-322;-15;133;-411;-355;-383;-453;82;-119;385;-323;-169;-64;-441;-378;-254;114;-285;-153;-413;-265;"1"
144;40;41;137;-11;-34;135;34;-36;99;1;59;16;131;142;72;19;80;60;141;38;"3"
-90;-18;-20;-117;-36;14;-114;-18;3;-41;1;-4;-20;-123;-101;-30;-41;-36;-14;-96;33;"2"
-65;-63;-83;-67;-74;-47;-72;-67;-96;-69;-68;-80;-89;-66;-64;-79;-97;-81;-75;-87;-72;"3"
-55;-327;107;-120;62;-177;-169;-350;-242;-73;49;-31;-26;-149;-78;-25;-61;-51;14;-166;15;"2"
-40;-29;-7;-21;-76;42;-29;-76;-28;-69;-85;-52;37;-27;-26;-106;10;-122;-54;-26;-74;"4"
-16;17;-1;-21;-6;46;-19;16;24;-17;29;33;10;-25;-22;17;0;15;14;-2;41;"2"
-1;35;-6;7;4;13;30;36;24;-40;10;16;16;19;4;45;6;46;21;41;17;"2"
-99;-176;-104;-73;-58;176;-41;-228;82;-200;31;390;-60;-60;-83;110;-55;93;134;-3;197;"1"
0;-243;27;83;177;265;-168;-134;98;-349;221;64;14;-23;100;-4;-390;-27;52;-377;141;"1"
57;36;3;61;-1;0;66;28;16;39;-12;19;47;65;61;29;39;34;20;63;-7;"2"
-200;-141;-66;-152;-212;-215;-132;-124;43;-265;-287;-6;-344;-137;-172;-193;-220;-205;-174;-147;-285;"1"
-36;-12;-82;-14;323;-9;-2;-1;-11;-62;402;296;11;-2;-26;-19;127;-12;-22;-2;364;"1"
-13;14;-38;-14;-40;-1;-11;11;-1;-41;-37;-58;17;-11;-12;-48;15;-50;-39;-27;-45;"3"
-224;-123;-114;124;550;-571;-148;-156;51;970;1229;-210;36;-4;17;-153;18;-104;-249;-252;848;"1"
-42;17;65;-16;-5;-14;53;-1;87;-127;-41;46;-11;22;-22;-78;8;-92;-15;42;-1;"5"
6;-291;-139;48;120;11;30;-323;-274;173;110;118;105;42;37;40;119;35;55;20;105;"1"
5;-16;-15;-36;19;-24;11;-21;15;-46;-10;13;48;-28;-20;69;50;109;-6;87;-19;"5"
-68;43;18;-49;10;0;-28;40;-52;-34;14;18;-7;-39;-58;48;-2;47;58;6;10;"2"
-10;-8;8;-37;118;-32;-59;14;24;31;102;-114;-17;-40;-27;66;-6;32;119;-95;9;"4"
20;66;24;0;29;25;34;49;0;43;-14;-41;-16;19;-1;6;-34;24;-11;37;-73;"4"
-1;-58;-79;5;-10;-59;3;-62;-39;-7;23;39;-47;5;1;-29;-48;-23;-29;-2;37;"2"
15;37;16;0;69;-21;-13;41;49;15;70;43;-50;-4;4;-34;-50;-45;-17;-33;70;"2"
-11;-25;29;-17;-46;1;2;-27;-42;6;-56;-37;-29;-7;-13;6;-34;6;10;20;-57;"3"
-3;-102;-31;-13;15;79;-32;-100;-1;85;48;57;160;-25;-4;47;165;75;-14;-21;64;"4"
-77;-1;-33;-32;39;-46;7;15;5;-113;-11;-69;-26;-11;-62;-29;-35;-45;15;2;-38;"5"
-79;29;125;-201;178;-441;-342;42;-286;182;200;-305;-45;-272;-132;120;-71;74;165;-413;51;"1"
43;49;6;14;42;97;-11;67;6;-12;56;72;-23;-13;26;49;0;58;25;-2;43;"5"
-52;-92;-43;-58;-67;-124;-68;-96;-92;-46;-65;-37;-83;-62;-53;-72;-79;-74;-62;-74;-53;"3"
-33;-32;26;-39;28;-24;-39;-32;7;-23;30;47;-45;-40;-35;-28;-36;-43;-23;-40;46;"3"
-15;14;43;-71;16;101;-78;10;14;41;36;-5;27;-86;-36;37;-7;34;33;-45;10;"5"
-68;445;-526;-70;-38;-193;-69;302;-56;-124;-43;8;-440;-73;-69;60;-559;261;-274;34;-27;"1"
37;22;46;26;34;46;59;1;76;-61;26;29;11;46;34;11;12;-11;22;-8;9;"5"
45;37;96;58;1;51;76;27;-32;-41;33;45;61;64;43;69;62;65;67;57;38;"5"
41;-57;119;44;-149;50;39;-66;-90;47;-116;-102;-37;40;42;22;-71;30;31;52;-144;"2"
54;70;-73;26;42;27;11;51;64;-11;74;-54;30;12;42;4;-31;-10;12;38;-3;"4"
-68;-13;-4;-73;-4;-124;-83;-59;-53;-111;-72;-5;-125;-81;-72;-110;-94;-111;-66;-49;-74;"4"
-140;-140;-2;-116;-118;18;-47;-138;-15;-80;-96;-121;-99;-74;-134;-8;-136;-18;7;-33;-102;"3"
212;6;-648;78;257;187;73;97;225;399;280;138;-131;62;126;-49;-341;54;-274;157;157;"1"
-20;8;-70;-12;-15;-38;-3;2;-10;-64;-11;-7;-12;-1;-12;-35;-30;-32;-16;-6;-3;"2"
-17;-5;-72;-18;-74;-30;-22;-5;-31;-31;-70;-19;-43;-22;-17;-45;-27;-40;-45;-29;-46;"2"
20;-90;-113;-48;41;-45;-53;-104;-50;-1;66;23;73;-56;-23;-110;84;-95;-69;-58;35;"3"
-50;36;-87;-38;7;51;-66;5;18;-13;16;-51;61;-63;-35;-81;-4;-90;-66;-13;8;"5"
91;2;157;102;-30;11;134;5;-12;123;-29;-62;-85;113;88;61;-86;81;78;140;-48;"5"
-2;-39;-27;12;40;6;24;-34;-61;0;33;37;19;18;5;16;3;17;14;35;34;"2"
20;21;23;35;39;2;35;30;-42;18;71;7;13;42;37;-3;-12;11;-26;-4;55;"5"
11;34;20;30;-12;-11;43;38;-24;-7;-10;-46;7;37;18;32;-7;40;18;51;-20;"2"
-181;26;-2;-190;13;22;-197;23;24;-78;30;68;39;-192;-190;-109;50;-99;-144;-174;63;"3"
383;-434;-185;127;289;156;-8;-416;-54;219;125;-1;393;31;272;14;245;56;-80;27;82;"1"
-40;44;101;-28;96;20;-4;47;-69;66;51;-25;-18;-23;-30;-1;2;24;-77;38;-1;"4"
80;81;20;83;45;-309;95;83;85;65;26;-7;-132;86;82;116;-45;114;110;107;8;"1"
-38;-28;29;-22;4;19;-26;-35;4;-37;-8;-41;-10;-24;-28;-67;-15;-59;-84;-36;-31;"2"
465;-494;-91;415;-227;325;402;-610;-1;825;-586;-378;1130;410;441;-157;1037;-123;-66;455;-532;"1"
38;1;28;55;50;61;75;-1;-35;24;54;59;-64;65;50;97;-80;95;95;96;68;"2"
949;791;-141;990;61;-1686;-501;703;268;-396;162;88;336;369;1261;82;872;218;54;-1601;214;"1"
-2;-22;-13;54;-56;52;39;-12;35;-74;-65;29;103;60;25;103;16;34;65;-6;23;"4"
-53;83;-72;-83;-36;-82;-107;50;17;28;-55;0;-36;-94;-67;-72;-30;-75;-64;-69;-47;"4"
-37;66;68;-68;105;-87;-99;73;6;117;114;75;-32;-66;-45;-2;10;-20;23;-94;104;"3"
-100;93;-272;-154;-17;-153;-178;24;-59;-82;17;408;-132;-170;-125;475;-68;300;675;-195;154;"1"
-6;-14;-34;0;88;-60;-3;0;68;6;65;63;4;-1;-4;-31;20;-31;-39;-20;61;"3"
28;-123;-97;34;-47;43;35;-141;219;-119;-25;-22;151;34;29;-81;89;-86;-37;-5;-10;"2"
8;34;26;17;-26;-9;13;30;60;26;-17;-6;43;17;11;7;36;3;6;12;-6;"3"
41;71;22;31;82;25;22;57;81;-45;59;-1;90;27;44;31;72;20;20;12;47;"2"
-8;5;-105;-128;46;-63;-140;29;-45;113;8;-64;-98;-144;-75;-34;-110;-34;-20;-58;-31;"4"
-1;-16;-18;0;14;-49;6;-10;13;-18;12;8;36;3;0;0;32;-4;-13;4;11;"2"
-139;322;-84;4;391;-361;214;243;-186;-160;342;-365;250;110;-76;-482;197;-299;-450;439;-31;"1"
41;0;-23;32;-7;-4;28;18;-39;69;-39;-46;-78;24;40;-9;-79;-10;-16;53;-34;"5"
11;-27;8;8;-15;-14;17;-27;-17;31;-18;-6;45;10;8;15;41;10;15;20;-23;"2"
2;31;-67;19;21;-85;39;23;-61;-23;1;25;41;28;12;61;54;54;68;49;-1;"2"
-318;587;-691;98;-485;304;509;619;335;524;-282;580;-532;363;-110;659;-965;597;111;330;87;"1"
-33;-30;-10;-39;-28;-73;-45;-27;-52;-14;-20;-33;-36;-40;-33;-37;-37;-44;-35;-55;-33;"2"
89;105;75;87;-6;149;90;113;160;121;-19;-19;56;86;85;126;41;106;153;80;-29;"3"
71;-572;464;-174;464;433;-36;-428;103;84;523;539;-2;-156;-75;-840;-203;-1002;45;183;571;"1"
-143;-372;358;-71;-526;479;-39;-393;548;-510;-493;-119;552;-51;-102;180;328;74;457;-39;-325;"1"
62;36;22;73;-66;-20;81;29;48;73;-80;-52;-105;81;68;15;-94;22;21;61;-70;"3"
-69;-51;-17;-72;-28;-36;-69;-57;-24;-50;-34;-45;-43;-72;-69;-30;-45;-34;-25;-59;-42;"2"
-1;-6;-57;-5;45;11;23;3;-54;-33;17;53;103;0;-13;51;110;26;28;6;49;"5"
-57;-74;-89;-86;-59;-103;-88;-82;-96;-49;-52;-45;-38;-93;-78;-79;-12;-87;-94;-55;-31;"5"
73;13;42;75;39;58;74;17;27;64;68;24;49;72;68;134;49;140;111;74;42;"3"
-23;220;-77;32;-133;57;103;208;-38;104;-88;265;-114;66;-2;-41;-266;-36;1;132;110;"1"
-10;-22;-17;-23;25;-25;-32;-34;-34;14;20;21;4;-28;-16;4;3;-7;26;-27;20;"3"
-20;11;-32;-27;-5;-25;-34;21;1;-3;-9;19;-51;-32;-24;-42;-31;-32;-45;-29;9;"3"
-16;-27;-29;-21;-46;-1;-37;-35;-52;6;-47;-22;-36;-36;-17;-84;-32;-82;-95;-26;-11;"5"
-3;-12;9;-6;-17;-11;-13;-13;14;-1;-24;-21;-7;-7;-6;6;-3;0;22;-20;-31;"2"
55;-11;4;30;-9;-47;-12;-3;12;72;7;-1;0;7;48;-21;-5;-28;20;-18;0;"5"
-10;-139;-79;-31;-245;-168;-35;-159;-339;-36;-245;-143;-124;-37;-21;106;-103;89;101;-32;-216;"2"
-135;99;9;-178;151;-10;-189;114;135;-97;145;38;40;-182;-165;14;44;-23;68;-159;86;"2"
-35;0;-8;2;-12;20;-30;1;-75;3;-14;-52;-3;-9;-10;-31;-25;-53;21;-26;-7;"5"
480;-740;85;561;131;123;409;-768;165;136;337;438;230;511;542;-347;106;-465;-107;201;532;"1"
-37;-22;-12;-76;-65;-24;-81;-19;-30;13;-62;1;4;-87;-58;-17;48;-7;-16;2;-6;"4"
72;126;219;45;-475;241;64;120;244;229;-570;-506;293;54;49;208;381;200;135;55;-544;"1"
55;-20;67;78;33;-58;118;-50;15;-8;68;16;113;107;66;-1;91;23;6;114;52;"2"
19;107;118;8;-34;68;1;85;88;63;28;56;52;1;17;125;87;84;191;56;20;"4"
-10;36;-32;-23;38;35;-34;38;61;3;36;49;87;-27;-14;-33;86;-33;-34;-39;35;"3"
-313;27;-256;-264;28;-149;-232;31;226;-197;33;3;33;-240;-293;216;26;204;-72;-203;50;"1"
-77;-64;-105;-78;-100;-41;-65;-65;13;-23;-42;-56;-100;-63;-83;-51;-24;-38;-129;-112;-10;"4"
8;18;-68;-26;-174;-147;-69;25;-61;-37;-158;-123;152;-44;-12;-152;152;-129;-183;-77;-128;"3"
-72;-50;-37;-32;-72;-32;13;-54;-7;-98;-63;-46;-18;-2;-50;-69;-71;-78;-68;9;-80;"4"
6;-66;1;43;-147;-47;50;-25;-39;-108;-26;-105;-28;55;27;-27;11;-48;33;14;-23;"4"
-25;18;-34;-30;-25;-51;-38;21;23;-23;-25;-8;-40;-33;-28;-75;-29;-74;-82;-51;-16;"3"
-51;85;22;-40;40;-3;-11;92;26;-37;43;-46;-24;-26;-50;3;-72;4;-12;-13;22;"5"
-11;64;68;27;33;63;82;57;49;60;30;63;70;52;-5;111;61;115;87;79;22;"4"
103;42;60;91;91;68;84;57;33;97;83;42;50;84;91;58;34;43;61;72;81;"3"
-234;-230;-195;-228;10;346;-221;-210;-166;-12;62;71;209;-224;-235;-184;280;-180;-196;-224;92;"1"
60;3;6;29;33;12;13;4;-3;-6;26;-31;-53;18;57;-20;-24;-13;11;5;6;"5"
-76;-65;-38;-76;-49;8;-69;-64;-77;-72;-56;-59;-76;-74;-74;-47;-66;-50;-66;-40;-40;"5"
-22;-70;-28;-40;-33;-4;-72;-65;-50;-6;-11;35;10;-56;-17;-122;7;-108;-121;-71;9;"2"
-74;23;-27;-73;92;-41;-42;-1;96;47;116;60;18;-49;-87;28;14;7;52;-50;109;"4"
-19;8;196;-64;-13;18;-64;-14;-245;46;-68;-48;-13;-77;-37;8;-14;4;24;-41;-38;"2"
-40;-31;-44;-68;-28;-59;-64;-42;-78;-55;-35;-72;-28;-67;-60;-76;-44;-44;-91;-46;-49;"5"
58;-27;7;32;28;-6;-19;-25;-83;-48;33;130;155;8;49;25;46;8;14;-37;61;"4"
20;26;44;27;23;-59;30;32;-12;11;-25;-74;-35;32;25;16;-47;7;10;24;-72;"3"
-438;-202;581;-432;942;-301;-409;-241;-350;-213;158;-516;-296;-428;-434;-294;-306;-291;-243;-365;-480;"1"
-138;-236;-300;-187;-148;207;-120;-372;-165;-411;-64;-66;163;-160;-178;569;26;473;670;-41;-82;"1"
-36;-51;-18;-31;-23;45;2;-41;-33;-50;41;6;-15;-20;-34;11;-12;24;-25;25;33;"5"
-94;-5;-8;-22;125;10;50;-38;17;0;109;-66;-42;21;-57;-53;-36;-20;-107;74;8;"4"
-55;65;-54;-47;-99;-26;-39;64;9;-50;-117;-53;48;-43;-51;1;47;2;11;-19;-89;"2"
-12;0;-19;-11;15;26;0;-10;-37;15;17;-3;2;-5;-13;17;-6;19;15;2;6;"2"
65;-21;387;26;-93;33;-1;-35;10;104;-136;2;219;27;35;-104;188;-146;23;-56;-115;"3"
5;-223;45;-3;-30;-119;-15;-222;-194;-7;-19;-35;-84;-12;2;-25;-89;-20;-25;-3;-17;"2"
40;12;-7;7;6;25;-4;16;-74;-5;-21;-23;-53;-6;28;71;-65;78;31;17;-19;"5"
-76;-83;-21;-60;-23;-19;-22;-42;-46;-34;-55;-85;-53;-40;-76;-1;-30;12;-37;-6;-93;"5"
24;110;-53;22;-1;-32;-18;98;110;15;-6;-112;-100;3;23;-47;-104;-23;-65;-16;-45;"3"
3;-306;69;-6;40;-127;-36;-303;-123;43;39;22;0;-18;4;-87;-8;-94;-83;-72;43;"2"
-102;-143;-63;-123;-85;-107;-183;-140;-75;-26;-98;-94;-151;-159;-109;-82;-118;-55;-76;-142;-51;"4"
107;-82;-66;43;-116;-11;-19;-100;-69;-3;-27;73;-84;7;89;-51;-33;-19;-77;-48;38;"4"
-32;19;21;-1;76;-13;38;9;17;-11;66;-17;12;17;-18;116;38;106;119;74;31;"3"
-89;13;-79;-82;14;-60;-73;12;-78;-84;17;8;5;-78;-88;-35;5;-26;-42;-53;17;"2"
-14;-64;-27;-19;48;-49;-14;-78;-101;-46;41;13;-48;-19;-8;33;-48;32;20;-2;32;"3"
20;12;-5;33;17;59;49;19;-5;73;-50;66;-51;42;34;-26;-64;-3;-29;52;-4;"5"
-40;-8;-62;-14;72;14;9;-5;-26;-68;67;70;59;-1;-15;-100;46;-106;-87;-17;39;"3"
-14;-25;-55;-56;-81;-8;-117;11;-61;-56;-50;-42;-83;-105;-20;-43;-71;-65;-29;-143;-8;"4"
-98;-32;-31;-104;-1;-156;-102;-64;85;-79;-161;19;-5;-105;-102;-43;15;-48;-73;-106;-135;"1"
18;64;-107;-11;23;-4;-6;82;52;12;33;1;31;-15;-1;-10;15;-10;-11;11;40;"4"
49;41;-35;6;-101;-6;-50;-6;57;-18;-90;57;-121;-28;35;42;-43;35;3;-99;-28;"4"
-56;-17;-95;-20;47;13;-18;-15;2;-130;36;13;0;-17;-40;-26;14;-30;-23;-17;34;"3"
-183;33;49;-201;18;107;-169;22;80;-49;33;49;-38;-192;-197;-16;-108;-4;-36;-92;57;"2"
39;-59;79;-9;-60;1;2;-56;39;29;-45;-40;-34;-19;10;-43;-50;-50;-57;28;-48;"4"
-35;51;36;-45;-28;-30;45;30;95;-58;-35;28;-37;-11;-50;74;55;65;36;74;-40;"4"
-16;-55;-84;-101;40;117;-143;-40;86;186;15;-38;-1;-127;-65;103;-29;150;-12;-120;3;"4"
-35;-12;20;-18;-6;-114;-45;-46;-230;-100;3;-109;-57;-27;-16;-81;-46;-92;17;-47;11;"1"
-213;58;122;-228;-151;-121;-159;52;154;-58;-1;212;-159;-207;-226;-62;-159;-44;-68;4;155;"1"
-39;-31;-20;-41;-83;7;-54;-35;-75;-54;-73;-70;-33;-49;-36;-24;-29;-22;-17;-50;-67;"2"
-44;-43;-72;-13;13;-11;30;2;38;47;-70;-70;-1;19;-42;-2;12;13;-68;39;-154;"4"
-68;-133;-45;-109;17;-127;-142;-134;-13;-152;-35;-10;-91;-139;-87;-162;-47;-165;-188;-135;-71;"3"
50;-15;7;53;8;23;30;-13;1;58;-10;-33;-6;43;55;24;-6;26;3;4;-26;"2"
-22;-102;-67;-25;-10;-17;18;-96;-119;-18;-17;15;-43;8;-25;12;-54;1;11;27;-18;"4"
-128;43;-59;-147;-18;-58;-144;3;-78;-72;-6;-51;27;-145;-140;-94;-3;-97;-74;-123;-11;"2"
12;-5;-49;20;19;-12;-12;-5;29;7;-11;-31;35;4;23;45;33;35;34;-26;-17;"5"
34;-64;-53;25;69;61;8;-50;-36;-32;86;43;59;14;36;0;59;-12;-1;-22;61;"5"
-152;59;127;-260;48;-34;-121;81;49;-3;75;82;-54;-236;-210;29;30;24;21;66;99;"2"
7;16;-11;-5;6;20;-27;15;-6;11;20;-10;27;-18;2;25;24;34;2;-17;20;"5"
-1;6;-45;-55;18;-77;-97;117;-173;-25;-60;-175;-56;-79;-32;-62;-99;-24;-120;-78;-150;"4"
-86;-10;-32;-73;21;33;-50;-4;23;-53;-3;40;-39;-56;-81;-71;-42;-36;-152;-55;22;"5"
36;-45;67;42;-47;55;16;-62;-34;91;-60;28;1;33;40;139;13;117;120;25;-33;"5"
-29;-46;-12;-36;58;42;-16;-93;13;-1;51;-101;-16;-39;-32;-113;-31;-107;-78;57;-45;"4"
39;-7;20;35;-9;35;19;-8;4;48;20;57;78;25;37;-13;53;-9;-25;12;31;"2"
54;12;23;51;-44;70;41;9;18;49;-45;-12;-12;46;55;9;-8;13;-1;33;-35;"3"
-110;-32;-106;-125;-61;97;-129;-33;-84;-96;-64;-54;-22;-129;-120;-100;-13;-108;-79;-133;-60;"2"
-12;-26;-16;-4;1;-11;-3;-24;9;-11;13;19;-4;-2;-8;-17;-12;-18;-13;-19;25;"2"
-173;321;940;-156;840;-252;-256;298;-58;-211;960;-57;-11;-226;-138;567;-115;402;718;-172;690;"1"
-1;-32;20;-26;48;-7;-14;-44;23;37;-22;-21;-55;-24;-13;-30;-49;-8;-52;-15;-38;"5"
-33;-241;45;-219;-59;-168;-205;-225;-315;-385;87;-116;-141;-261;-104;148;201;255;141;210;16;"1"
-71;75;-20;-66;0;34;-50;69;63;-28;-9;-22;-11;-57;-60;36;-17;40;28;-14;3;"3"
-14;33;42;24;14;8;36;36;-6;27;32;8;53;30;5;7;79;-2;54;36;46;"5"
14;15;-26;21;-8;-77;18;15;-30;-4;-1;-16;-20;20;17;-12;-12;-11;-8;7;5;"3"
12;-60;91;44;-11;63;9;-34;60;35;2;-2;-36;44;32;-65;-16;-56;15;13;-14;"5"
355;663;-620;628;-461;803;841;550;-781;-398;-486;-572;707;725;495;201;451;310;-2;1036;-504;"1"
-54;-70;-71;-42;-98;-66;-48;-75;0;-49;-98;-48;-212;-47;-46;-13;-208;-23;-3;-41;-63;"3"
67;-44;-4;40;-7;1;58;0;-34;53;42;64;7;47;51;53;-18;39;39;54;57;"5"
-29;0;15;-17;-9;-40;0;8;10;-57;2;22;39;-15;-25;77;53;77;69;29;16;"3"
-56;67;-34;-52;-16;113;-72;88;51;17;46;45;71;-61;-51;-145;60;-148;-92;-85;72;"5"
-19;-66;17;-41;30;-175;-76;-76;69;-63;22;102;41;-53;-21;-25;81;-9;-35;-82;12;"3"
